מטבח כשר,משופצת,"ממ""ד",דלתות פנדור,מזגן תדיראן,ריהוט,גישה לנכים,מיזוג,מעלית,מחסן,סורגים,חניות,מרפסות,קומות בבנין,מצב הנכס,סוג נכס,עיר,שכונה,תיווך,ציון,חדרים,קומה,"מ""ר",מחיר
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,1,1,1,0,1,1,1,1,0,1,1,9,חדש,דירה, חולון,[' קרית רבין'],1,3.6,5,7,120,"2,980,000 ₪"
,1,1,1,0,0,1,1,0,0,0,ללא,,3,חדש,דירת גן, חולון,"["" רסקו א'""]",1,"4
מ",2,קרקע,100,"1,780,000 ₪"
,0,0,0,0,0,1,1,1,0,0,1,,4,במצב שמור,גג/פנטהאוז, חולון,"["" רסקו א'""]",1,"4
מ",3,4,82,"1,850,000 ₪"
,0,0,0,0,0,1,1,1,0,1,ללא,,4,במצב שמור,דירה, חולון,[' נווה רמז'],1,4.3,3,4,80,"1,390,000 ₪"
,1,1,1,1,1,1,1,1,1,1,2,2,13,חדש,גג/פנטהאוז, חולון,[' קרית אילון'],1,3.9,5,10,265,"4,350,000 ₪"
,1,0,1,1,0,1,1,1,0,1,ללא,,3,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",4,2,95,"1,590,000 ₪"
,1,1,1,1,1,1,1,1,1,0,1,1,20,חדש,דירה, חולון,[' קרית אילון'],1,3.9,5,13,126,"2,980,000 ₪"
,0,0,0,0,0,0,1,1,1,1,1,,5,במצב שמור,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3,2,88,"1,660,000 ₪"
,1,1,0,0,1,1,1,1,1,1,1,1,9,משופץ,דירה, חולון,[],1,4.4,3,1,80,"1,580,000 ₪"
,0,1,1,0,0,1,0,1,1,1,1,1,7,חדש מקבלן,דירת גן, חולון,[' אגרובנק'],1,"4
מ",4,קרקע,95,"2,499,000 ₪"
,1,1,1,0,0,1,0,1,1,0,1,1,20,חדש מקבלן,דירה, חולון,[' קרית אילון'],1,3.9,5,13,130,"2,830,000 ₪"
,1,0,1,1,0,1,1,1,0,1,1,1,6,משופץ,דירה, חולון,"["" רסקו ב'""]",1,"4
מ",5,6,125,"2,850,000 ₪"
,1,0,1,1,1,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' אגרובנק'],1,"4
מ",4.5,3,113,"1,570,000 ₪"
,,,,,,,,,,,1,3,,משופץ,פרטי/קוטג', חולון,[],1,"4
מ",6,קרקע,240,"4,950,000 ₪"
,1,0,0,0,0,0,1,0,0,0,ללא,,4,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,3,3,60,"1,495,000 ₪"
,0,0,0,0,0,0,1,1,0,1,1,,6,במצב שמור,דירה, חולון,[' קרית שרת מערב'],1,4.4,4,1,80,"1,830,000 ₪"
,1,1,1,0,0,1,0,1,0,0,1,1,7,חדש מקבלן,גג/פנטהאוז, חולון,[' נאות שושנים'],1,4.5,3,7,76,"2,320,000 ₪"
,1,0,0,0,0,0,1,0,0,0,ללא,,1,משופץ,גג/פנטהאוז, חולון,[' נווה רמז'],1,4.3,4,1,100,"2,080,000 ₪"
0,0,0,0,0,0,1,1,1,1,1,3,,16,משופץ,דירה, חולון,[' גרין ועם'],0,4.4,4,5,127,"2,350,000 ₪"
0,0,0,1,1,1,0,1,0,0,1,1,,4,משופץ,דירה, חולון,[' נאות רחל'],0,"4
מ",4,4,75,"1,500,000 ₪"
1,1,1,1,1,1,0,0,0,0,0,2,3,,במצב שמור,פרטי/קוטג', חולון,[' בן גוריון'],0,"4
מ",7,קרקע,280,"3,799,000 ₪"
0,1,0,0,0,0,0,0,0,0,0,ללא,1,4,משופץ,דירה, חולון,[' קרית שרת מזרח'],0,4.5,5,4,90,"2,050,000 ₪"
0,1,1,1,0,0,0,1,0,0,0,ללא,1,2,במצב שמור,גג/פנטהאוז, חולון,"["" רסקו ב'""]",0,"4
מ",5,1,120,"2,500,000 ₪"
0,0,0,0,0,0,0,1,0,0,1,ללא,,4,במצב שמור,דירה, חולון,[' תל גיבורים'],0,4.5,3,3,90,"1,470,000 ₪"
,,,,,,0,,,0,,,,,,מגרשים,מגרשים,[],0,-,קרקע,1051,לא צוין מחיר,
0,1,1,1,1,0,1,1,1,0,0,1,1,7,חדש מקבלן,דירה, חולון,[' נווה רמז'],0,4.3,3,6,76,"1,840,000 ₪"
0,1,0,1,0,0,0,1,0,0,1,ללא,,4,במצב שמור,דירת גן, חולון,[' גרין ועם'],0,4.4,3,1,85,"1,590,000 ₪"
0,0,0,0,0,0,0,1,0,0,0,1,,5,במצב שמור,דירה, חולון,[' נאות רחל'],0,"4
מ",3,3,65,"1,695,000 ₪"
0,1,0,1,1,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' אגרובנק'],0,"4
מ",3,1,70,לא צוין מחיר
0,1,0,1,0,0,0,1,1,0,1,1,1,7,משופץ,דירה, חולון,[' קרית שרת מזרח'],0,4.5,3,7,90,"1,780,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,1,10,משופץ,דירה, חולון,[' קרית אילון'],0,3.9,5,9,125,"3,200,000 ₪"
0,0,0,0,1,1,1,0,0,0,1,ללא,,2,במצב שמור,דירה, חולון,"["" ג'סי כהן""]",0,4.4,4.5,1,90,"2,080,000 ₪"
0,0,1,0,0,0,0,0,1,1,0,1,1,7,חדש מקבלן,דירה, חולון,[' שיכון ותיקים'],0,4.2,5,5,99,"1,950,000 ₪"
0,1,0,0,0,1,1,1,0,0,1,1,2,,משופץ,דו משפחתי, חולון,[' שיכון ותיקים'],0,4.2,3.5,קרקע,250,"3,250,000 ₪"
0,0,0,0,0,0,0,1,0,1,1,ללא,,2,דרוש שיפוץ,דירת גן, חולון,[' קרית אילון'],0,3.9,3.5,1,165,לא צוין מחיר
0,0,0,0,0,0,0,1,0,0,0,1,,2,במצב שמור,גג/פנטהאוז, חולון,[' תל גיבורים'],0,4.5,4.5,2,115,"2,500,000 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,1,1,1,1,1,1,1,1,1,ללא,,4,משופץ,דירה, חולון,[],1,4.4,3,3,70,"1,209,997 ₪"
,1,1,1,1,0,0,1,0,0,1,ללא,3,1,חדש,גג/פנטהאוז, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,5,1,140,לא צוין מחיר
,0,0,0,0,0,0,1,0,0,1,ללא,,2,במצב שמור,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3.5,1,65,"1,350,000 ₪"
,,,,,,,,,,,,,,,דירה, חולון,[' קרית רבין'],0,5,2,140,לא צוין מחיר,
,0,1,0,1,0,0,1,0,1,1,1,1,,משופץ,פרטי/קוטג', חולון,"["" רסקו א'""]",1,"4
מ",5,קרקע,452,"4,490,000 ₪"
,1,1,1,1,0,1,1,1,1,0,1,1,22,משופץ,דירה, חולון,[' אגרובנק'],1,"4
מ",4,14,110,"2,620,000 ₪"
,1,1,0,0,1,1,0,1,1,0,1,1,7,חדש מקבלן,דירה, חולון,[' אגרובנק'],1,"4
מ",3,5,77,"1,990,000 ₪"
,0,1,1,0,0,1,0,1,1,0,2,1,13,חדש מקבלן,דופלקס, חולון,[' קרית אילון'],1,3.9,6,13,170,"4,400,000 ₪"
,0,0,0,0,0,0,1,0,0,1,ללא,,4,במצב שמור,דירה, חולון,"["" רסקו א'""]",1,"4
מ",4,2,110,"1,590,000 ₪"
,1,1,1,1,1,1,1,0,1,1,ללא,3,,משופץ,פרטי/קוטג', חולון,[' גרין ועם'],1,4.4,6,קרקע,270,"3,990,000 ₪"
,0,0,0,1,0,0,1,1,0,1,ללא,,8,במצב שמור,דירה, חולון,[' נאות רחל'],1,"4
מ",4.5,2,97,"1,720,000 ₪"
,0,0,0,0,0,0,1,0,0,0,1,,4,משופץ,דירה, חולון,[' קרית שרת מזרח'],1,4.5,5,3,95,"1,790,000 ₪"
,1,1,1,0,0,1,1,1,0,0,ללא,,7,חדש מקבלן,דירת גן, חולון,[' קרית שרת מערב'],1,4.4,3,קרקע,119,"1,630,000 ₪"
,1,1,1,0,0,1,0,1,0,0,ללא,1,6,חדש מקבלן,דירה, חולון,[' נאות רחל'],1,"4
מ",4,4,100,"1,850,000 ₪"
,1,0,0,1,0,1,1,1,0,1,ללא,,,משופץ,כללי, חולון,[' נאות רחל'],1,"4
מ",4,1,72,"550,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, חולון,[' נאות רחל'],1,"4
מ",4,4,100,"1,500,000 ₪"
,0,0,0,0,0,0,0,0,0,0,ללא,,3,דרוש שיפוץ,דירה, חולון,[' קרית שרת מזרח'],1,4.5,3,קרקע,67,"1,450,000 ₪"
,1,1,1,1,0,1,1,1,1,1,1,1,6,משופץ,גג/פנטהאוז, חולון,[],1,"4
מ",6,6,135,"2,350,000 ₪"
0,1,1,1,1,0,0,1,1,0,0,1,1,4,משופץ,גג/פנטהאוז, חולון,"["" רסקו ב'""]",0,"4
מ",4.5,4,90,"2,250,000 ₪"
0,0,0,0,1,0,0,1,1,0,0,ללא,,7,משופץ,דירה, חולון,[' נאות רחל'],0,"4
מ",4,6,88,"2,100,000 ₪"
0,0,0,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, חולון,[' אגרובנק'],0,"4
מ",2.5,4,70,"1,250,000 ₪"
0,0,0,0,1,0,0,1,1,0,0,1,,4,משופץ,דירה, חולון,[' נאות רחל'],0,"4
מ",3,2,70,"1,620,000 ₪"
0,1,0,0,1,0,1,1,1,0,0,ללא,,4,משופץ,דירה, חולון,[' קרית שרת מערב'],0,4.4,3,2,69,"1,600,000 ₪"
0,0,0,0,0,0,0,1,0,0,1,ללא,1,3,במצב שמור,דירה, חולון,[' תל גיבורים'],0,4.5,3.5,1,85,"1,480,000 ₪"
0,1,0,0,1,1,1,1,1,0,1,1,,8,משופץ,דירה, חולון,"["" ג'סי כהן""]",0,4.4,3,2,75,"1,580,000 ₪"
0,0,0,0,0,0,0,0,0,0,0,ללא,,4,במצב שמור,דירה, חולון,[' גרין ועם'],0,4.4,4,3,90,"1,630,000 ₪"
0,0,0,0,1,0,0,1,0,1,1,ללא,,4,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",0,4.3,4,2,110,"1,750,000 ₪"
1,1,0,1,1,0,0,1,0,0,1,ללא,,3,משופץ,דירה, חולון,[' נאות יהודית ונווה ארזים'],0,4.5,3,3,75,"1,390,000 ₪"
0,0,1,0,0,0,0,1,1,0,0,1,1,6,משופץ,דירה, חולון,"["" ג'סי כהן""]",0,4.4,4,1,93,"1,900,000 ₪"
,,,,,,0,,,0,,,,,,מגרשים, חולון,[' שיכון ותיקים'],0,4.2,-,קרקע,260,"2,500,000 ₪"
0,0,0,0,0,0,0,1,0,0,1,1,1,3,משופץ,גג/פנטהאוז, חולון,[' נאות רחל'],0,"4
מ",5,3,130,לא צוין מחיר
1,0,0,0,1,1,0,1,0,0,1,1,1,3,משופץ,גג/פנטהאוז, חולון,[' גרין ועם'],0,4.4,3,2,106,"2,000,000 ₪"
1,1,0,1,1,1,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' אגרובנק'],0,"4
מ",3,2,75,"1,470,000 ₪"
0,0,0,0,1,0,0,0,0,0,0,ללא,1,3,במצב שמור,דירה, חולון,[' אגרובנק'],0,"4
מ",3,2,90,"1,700,000 ₪"
0,1,0,1,0,0,0,1,0,0,0,ללא,,3,חדש,דירה, חולון,[' קרית שרת מזרח'],0,4.5,3,3,70,"1,420,000 ₪"
,,,,,,0,,,0,,,,,,מגרשים,מגרשים,[],0,-,קרקע,505,לא צוין מחיר,
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,0,0,0,0,0,0,1,0,0,0,ללא,1,3,במצב שמור,דירה, חולון,[' נאות רחל'],1,"4
מ",3,3,60,"1,350,000 ₪"
,0,1,0,0,0,1,1,0,1,0,1,2,,במצב שמור,פרטי/קוטג', חולון,[],1,3.9,6,קרקע,300,"5,200,000 ₪"
,1,0,1,1,1,0,1,0,0,1,1,1,3,משופץ,דירה, חולון,[' אגרובנק'],1,"4
מ",3,2,80,"1,490,000 ₪"
,,,,0,,0,,,0,,,,,,מגרשים,מגרשים,[],1,-,קרקע,350,לא צוין מחיר,
,,,,,,,,,,,1,3,3,חדש מקבלן,גג/פנטהאוז, חולון,[' נווה רמז'],1,4.3,5,2,130,"3,290,000 ₪"
,1,1,1,0,0,1,1,1,0,0,ללא,,12,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3,9,90,"1,690,000 ₪"
,1,0,1,1,1,1,1,1,0,1,1,,6,משופץ,דירה, חולון,[' בן גוריון'],1,"4
מ",5,5,120,"1,899,999 ₪"
,0,0,0,0,0,0,1,1,0,0,ללא,,4,במצב שמור,דירה, חולון,[],1,"4
מ",3,2,62,"1,370,000 ₪"
,,,,,,,,,,,,,,,פרטי/קוטג', חולון,[],0,5.5,קרקע,210,"3,500,000 ₪",
,1,1,1,1,1,1,1,1,1,1,1,2,2,חדש,גג/פנטהאוז, חולון,"["" רסקו א'""]",1,"4
מ",6,2,120,"2,990,000 ₪"
,1,0,0,0,0,0,1,0,0,0,ללא,,4,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3,4,98,"1,300,000 ₪"
,1,1,1,0,0,1,1,1,1,1,ללא,1,9,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5,2,115,"2,500,000 ₪"
,1,0,1,0,0,0,1,0,0,1,1,,3,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3.5,1,80,"1,480,000 ₪"
,1,0,0,1,0,0,1,0,0,0,ללא,,4,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3,2,76,"1,470,000 ₪"
,1,0,1,1,0,0,1,0,0,1,1,,3,משופץ,דירה, חולון,[' מפדה אזרחי'],1,4.1,3.5,1,85,"1,550,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,2,4,42,"990,000 ₪"
,0,1,1,0,0,1,1,1,0,0,1,2,7,חדש מקבלן,דירת גן, חולון,[' נאות שושנים'],1,4.5,4,קרקע,152,"2,110,000 ₪"
,0,0,0,0,1,1,1,1,0,1,1,1,4,במצב שמור,דירה, חולון,[],1,"4
מ",3,1,70,"1,550,000 ₪"
0,1,0,1,0,1,0,1,0,1,1,ללא,,4,משופץ,דירה, חולון,"["" ג'סי כהן""]",0,4.4,2,1,42,"1,250,000 ₪"
0,1,1,0,0,0,0,1,0,1,0,ללא,,,משופץ,פרטי/קוטג', חולון,[' נווה רמז'],0,4.3,5,קרקע,370,לא צוין מחיר
0,1,1,0,0,0,0,1,1,0,0,1,1,7,משופץ,דירה, חולון,[' נאות רחל'],0,"4
מ",4,2,90,"1,720,000 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,0,1,1,0,1,1,1,0,1,1,1,8,משופץ,דירה, חולון,[' קרית שרת מערב'],1,4.4,3,6,65,"1,650,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,1,3,דרוש שיפוץ,דירה, חולון,[' קרית שרת מזרח'],1,4.5,3,2,65,"1,390,000 ₪"
,1,1,1,0,0,0,1,1,1,0,2,1,12,משופץ,גג/פנטהאוז, חולון,[' קרית אילון'],1,3.9,5,12,135,"4,300,000 ₪"
,0,0,0,1,0,1,1,1,0,0,ללא,,12,במצב שמור,דירה, חולון,[' נאות רחל'],1,"4
מ",4,3,90,"1,650,000 ₪"
,1,0,1,1,1,0,1,0,0,1,1,,3,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3,1,68,"1,450,000 ₪"
,0,1,0,0,0,1,1,1,0,0,1,1,8,במצב שמור,דירה, חולון,[' תל גיבורים'],1,4.5,4,3,100,"1,800,000 ₪"
,0,1,0,0,0,1,1,1,0,1,1,1,12,במצב שמור,דירה, חולון,[' קרית אילון'],1,3.9,4,1,97,"2,200,000 ₪"
,1,1,0,0,0,1,1,1,1,0,2,2,7,חדש מקבלן,דופלקס, חולון,[' אגרובנק'],1,"4
מ",6,7,185,"3,250,000 ₪"
,1,0,1,1,1,1,1,1,0,1,1,1,5,במצב שמור,גג/פנטהאוז, חולון,"["" ג'סי כהן""]",1,4.4,5,4,90,"1,770,000 ₪"
,0,0,0,0,0,1,1,1,0,0,ללא,,3,במצב שמור,דירה, חולון,[' נאות רחל'],1,"4
מ",2.5,2,70,"1,340,000 ₪"
,0,1,1,0,0,1,0,1,1,0,ללא,1,9,חדש מקבלן,דירה, חולון,[' קרית אילון'],1,3.9,5,2,140,לא צוין מחיר
,0,0,1,1,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, חולון,[' תל גיבורים'],1,4.5,4,3,70,"1,340,000 ₪"
,1,1,1,1,0,1,1,1,1,1,2,2,15,חדש,גג/פנטהאוז, חולון,[' קרית אילון'],1,3.9,6,15,178,"6,250,000 ₪"
,1,0,1,1,0,0,1,0,0,1,ללא,3,1,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,4,1,93,"1,925,000 ₪"
,1,0,0,1,1,0,1,0,0,1,ללא,,4,משופץ,דירה, חולון,"["" ג'סי כהן""]",1,4.4,2,4,50,"1,150,000 ₪"
,0,0,0,0,0,1,0,1,0,0,ללא,,7,במצב שמור,דירה, חולון,[' קרית שרת מזרח'],1,4.5,3,2,70,"1,410,000 ₪"
,1,1,1,1,0,1,1,1,1,1,1,1,6,חדש מקבלן,דירה, חולון,[' אגרובנק'],1,"4
מ",4,4,98,"2,180,000 ₪"
,0,0,0,0,0,0,1,1,0,1,1,,8,במצב שמור,דירה, חולון,[' בן גוריון'],1,"4
מ",4,1,100,"1,660,000 ₪"
,0,0,0,1,1,1,1,1,0,0,ללא,1,4,במצב שמור,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3,3,80,"1,600,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,3,במצב שמור,דירה, חולון,[' נאות רחל'],1,"4
מ",3.5,2,85,"1,650,000 ₪"
,1,1,1,0,0,1,0,1,1,0,1,,7,חדש מקבלן,דירת גן, חולון,[' קרית שרת מזרח'],1,4.5,4,קרקע,90,"1,950,000 ₪"
,1,1,1,0,0,1,1,1,1,1,1,2,8,משופץ,דירת גן, חולון,[' קרית אילון'],1,3.9,6,קרקע,500,"4,600,000 ₪"
,1,0,1,0,1,1,1,1,0,1,1,,7,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,4,5,86,"1,560,000 ₪"
,1,0,1,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3.5,3,80,"1,550,000 ₪"
,0,0,0,0,0,1,1,1,0,1,1,,5,במצב שמור,דירה, חולון,[' קרית שרת מערב'],1,4.4,5,1,115,"1,720,000 ₪"
,1,1,1,0,0,1,0,1,0,0,1,1,6,חדש מקבלן,דירה, חולון,[' אגרובנק'],1,"4
מ",5,4,117,"2,320,000 ₪"
,1,1,0,1,0,1,1,1,0,1,1,1,7,במצב שמור,דירה, חולון,[' תל גיבורים'],1,4.5,4,2,102,"2,150,000 ₪"
,0,0,0,0,0,0,1,0,0,0,1,,4,במצב שמור,דירה, חולון,[],1,4.2,3,4,65,"1,300,000 ₪"
,1,0,1,1,0,0,1,0,0,1,ללא,,4,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3,3,72,"1,350,000 ₪"
,1,0,0,1,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[],1,4.5,3,1,65,"1,290,000 ₪"
,1,0,1,0,1,0,1,0,0,0,1,,3,משופץ,דירה, חולון,[' קרית שרת מזרח'],1,4.5,3,3,65,"1,380,000 ₪"
,1,0,1,1,1,1,1,1,1,1,1,,7,משופץ,דירה, חולון,[' בן גוריון'],1,"4
מ",3,2,75,"1,580,000 ₪"
,1,1,1,1,1,1,1,0,1,0,ללא,,2,משופץ,דירת גן, חולון,"["" רסקו ב'""]",1,"4
מ",3.5,קרקע,287,"1,950,000 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,1,1,1,0,1,0,1,0,0,1,2,6,חדש מקבלן,גג/פנטהאוז, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,4,6,110,"3,390,000 ₪"
,1,0,0,0,1,1,1,1,0,0,1,,12,משופץ,דירה, חולון,[],1,"4
מ",5,11,125,"2,040,000 ₪"
,0,0,0,0,0,0,0,0,0,1,ללא,,4,במצב שמור,דירה, חולון,[' קרית שרת מזרח'],1,4.5,3,2,55,"1,280,000 ₪"
,1,0,0,0,0,0,1,0,0,0,ללא,,4,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3.5,2,75,"1,545,000 ₪"
,0,0,0,0,0,1,0,0,0,0,2,,3,דרוש שיפוץ,מרתף/פרטר, חולון,[' גרין ועם'],1,4.4,1,קרקע,143,"850,000 ₪"
,0,0,0,1,0,1,1,1,0,0,1,,7,במצב שמור,דירה, חולון,[' בן גוריון'],1,"4
מ",3,4,70,"1,585,000 ₪"
,0,0,0,0,0,0,0,0,0,0,1,,4,במצב שמור,דירה, חולון,[' תל גיבורים'],1,4.5,3,3,80,"1,280,000 ₪"
,0,1,0,0,0,0,1,0,0,0,2,,,דרוש שיפוץ,פרטי/קוטג', חולון,[' נאות יהודית ונווה ארזים'],1,4.5,5,קרקע,250,"3,590,000 ₪"
,1,0,1,1,0,0,1,0,0,0,ללא,,4,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3.5,4,75,"1,490,000 ₪"
,1,0,1,1,0,1,1,1,0,1,1,2,4,חדש,דופלקס, חולון,[' נאות יהודית ונווה ארזים'],1,4.5,4.5,3,115,"2,450,000 ₪"
,1,1,0,0,0,1,1,1,1,0,2,1,20,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5,3,135,"2,890,000 ₪"
,0,0,0,1,0,1,1,1,0,1,1,1,8,במצב שמור,דירה, חולון,[' שיכון ותיקים'],1,4.2,4,6,85,"1,600,000 ₪"
,1,0,1,1,0,1,1,1,1,1,1,1,3,משופץ,גג/פנטהאוז, חולון,[' נווה רמז'],1,4.3,5,3,200,לא צוין מחיר
,1,0,0,1,0,0,1,0,0,1,1,,10,משופץ,דירה, חולון,[' אגרובנק'],1,"4
מ",5,3,115,"1,850,000 ₪"
,1,1,1,0,0,1,0,1,0,0,1,1,6,חדש מקבלן,גג/פנטהאוז, חולון,[' אגרובנק'],1,"4
מ",4,6,171,"2,550,000 ₪"
,1,1,1,0,0,1,0,1,1,0,1,1,9,חדש מקבלן,דירה, חולון,[' קרית אילון'],1,3.9,6,1,177,לא צוין מחיר
,,,,,,,,,,,,,,,דירה, חולון,[' נאות יהודית ונווה ארזים'],0,4,1,90,"1,790,000 ₪",
,0,0,0,0,0,0,1,0,1,1,ללא,,3,במצב שמור,דירה, חולון,[' נאות יהודית ונווה ארזים'],1,4.5,3,קרקע,65,"1,320,000 ₪"
,1,1,0,0,0,0,1,1,0,1,1,1,6,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",4.5,1,90,"1,895,000 ₪"
,1,1,1,0,0,1,1,1,0,1,1,1,7,חדש,דירה, חולון,[' אגרובנק'],1,"4
מ",3,1,60,"1,680,000 ₪"
,1,1,1,1,0,1,1,1,1,0,1,1,11,חדש,דירה, חולון,[' קרית אילון'],1,3.9,5,6,125,"2,650,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, חולון,"["" ג'סי כהן""]",1,4.4,3,3,50,"1,199,000 ₪"
,1,1,1,1,0,1,1,1,0,0,ללא,2,6,חדש,גג/פנטהאוז, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3,6,132,"2,390,000 ₪"
,1,1,1,1,0,1,1,1,0,1,ללא,1,6,חדש מקבלן,דירה, חולון,[' אגרובנק'],1,"4
מ",3,4,65,"1,690,000 ₪"
,1,1,1,0,0,1,0,1,0,0,1,2,6,חדש מקבלן,גג/פנטהאוז, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,4,6,115,"3,200,000 ₪"
,1,1,1,0,0,1,0,1,0,0,1,1,6,חדש מקבלן,גג/פנטהאוז, חולון,[' אגרובנק'],1,"4
מ",3,6,139,"2,390,000 ₪"
,1,1,1,1,0,1,1,1,1,1,3,1,15,חדש,דירה, חולון,[' קרית אילון'],1,3.9,5,11,14,"2,950,000 ₪"
,1,0,1,0,0,1,1,1,0,0,ללא,,9,במצב שמור,דירה, חולון,[' קרית שרת מערב'],1,4.4,4,8,87,"1,650,000 ₪"
,1,0,1,1,0,1,1,1,0,1,1,1,8,משופץ,דירה, חולון,[' קרית שרת מערב'],1,4.4,3,6,65,"1,650,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,1,3,דרוש שיפוץ,דירה, חולון,[' קרית שרת מזרח'],1,4.5,3,2,65,"1,390,000 ₪"
,1,1,1,0,0,0,1,1,1,0,2,1,12,משופץ,גג/פנטהאוז, חולון,[' קרית אילון'],1,3.9,5,12,135,"4,300,000 ₪"
,0,0,0,1,0,1,1,1,0,0,ללא,,12,במצב שמור,דירה, חולון,[' נאות רחל'],1,"4
מ",4,3,90,"1,650,000 ₪"
,1,0,1,1,1,0,1,0,0,1,1,,3,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3,1,68,"1,450,000 ₪"
,0,1,0,0,0,1,1,1,0,0,1,1,8,במצב שמור,דירה, חולון,[' תל גיבורים'],1,4.5,4,3,100,"1,800,000 ₪"
,0,1,0,0,0,1,1,1,0,1,1,1,12,במצב שמור,דירה, חולון,[' קרית אילון'],1,3.9,4,1,97,"2,200,000 ₪"
,1,1,0,0,0,1,1,1,1,0,2,2,7,חדש מקבלן,דופלקס, חולון,[' אגרובנק'],1,"4
מ",6,7,185,"3,250,000 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,0,1,0,0,1,1,1,0,0,1,,4,משופץ,דירה, חולון,[' שיכון ותיקים'],1,4.2,4,4,86,"1,660,000 ₪"
,1,1,1,1,0,1,1,1,1,0,1,1,9,חדש,דירה, חולון,[' קרית אילון'],1,3.9,5,3,127,"2,820,000 ₪"
,1,0,0,0,0,0,1,1,0,1,1,,4,במצב שמור,דירה, חולון,[' אגרובנק'],1,"4
מ",3.5,3,110,"1,690,000 ₪"
,1,1,1,0,0,1,0,0,0,0,1,,7,חדש מקבלן,דירת גן, חולון,"["" ג'סי כהן""]",1,4.4,5,קרקע,110,"2,050,000 ₪"
,1,1,1,0,0,1,0,1,0,0,ללא,1,7,חדש מקבלן,דירה, חולון,[' אגרובנק'],1,"4
מ",3,5,65,"1,680,000 ₪"
,1,0,0,0,0,0,1,0,1,0,ללא,,3,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,4,3,70,"1,460,000 ₪"
,1,0,0,1,1,0,1,0,1,0,1,,2,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,4,1,90,"1,990,000 ₪"
,1,0,1,1,0,0,1,1,1,1,1,,4,משופץ,דירה, חולון,[' אגרובנק'],1,"4
מ",3,2,60,"1,480,000 ₪"
,,,,0,,0,,,0,,,,,,מגרשים, חולון,[' מפדה אזרחי'],1,4.1,-,קרקע,380,"1,050,000 ₪"
,1,1,1,1,0,1,1,1,1,1,1,1,9,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,4,8,100,"2,430,000 ₪"
