מטבח כשר,משופצת,"ממ""ד",דלתות פנדור,מזגן תדיראן,ריהוט,גישה לנכים,מיזוג,מעלית,מחסן,סורגים,חניות,מרפסות,קומות בבנין,מצב הנכס,סוג נכס,עיר,שכונה,תיווך,ציון,חדרים,קומה,"מ""ר",מחיר
0,1,0,0,0,0,0,1,0,0,1,1,,2,משופץ,דירה, חולון,[' נווה רמז'],0,4.3,4,1,100,לא צוין מחיר
0,0,0,0,0,0,0,1,0,0,1,1,,3,במצב שמור,דירה, חולון,[' נאות רחל'],0,"4
מ",4,3,80,"1,420,000 ₪"
0,1,0,1,1,0,1,1,0,1,1,ללא,1,1,משופץ,דירת גן, חולון,"[' מרכז', ' קרית עבודה']",0,4.3,4,קרקע,190,"2,290,000 ₪"
0,1,1,1,0,0,1,0,1,0,0,1,1,7,חדש מקבלן,דירה, חולון,[' אגרובנק'],0,"4
מ",3.5,3,85,"2,075,000 ₪"
0,1,0,0,0,0,0,0,0,0,0,ללא,,,משופץ,פרטי/קוטג', חולון,[' גרין ועם'],0,4.4,5,קרקע,130,"2,500,000 ₪"
1,1,0,1,1,0,0,1,0,0,0,1,,4,משופץ,דירה, חולון,"["" ג'סי כהן""]",0,4.4,3,2,80,"1,500,000 ₪"
0,0,0,0,0,0,0,1,0,0,1,ללא,,3,במצב שמור,דירה, חולון,"[' מרכז', ' קרית עבודה']",0,4.3,3,קרקע,75,"1,630,000 ₪"
0,1,0,0,0,1,1,1,1,0,1,ללא,,9,במצב שמור,דירה, חולון,[' קרית שרת מערב'],0,4.4,4.5,1,100,"1,950,000 ₪"
1,0,0,0,0,0,0,1,0,0,0,ללא,,3,במצב שמור,דירה, חולון,[' אגרובנק'],0,"4
מ",3.5,3,80,"1,700,000 ₪"
,,,,,,,,,,,,,,,דירת גן, חולון,"[' מרכז', ' קרית עבודה']",0,3.5,קרקע,124,"1,950,000 ₪",
1,0,0,1,0,0,0,1,0,0,1,ללא,,2,במצב שמור,דירה, חולון,"["" רסקו א'""]",0,"4
מ",3.5,1,97,"1,680,000 ₪"
0,0,1,1,1,0,1,1,1,0,1,1,1,9,במצב שמור,דירה, חולון,[' תל גיבורים'],0,4.5,4,4,116,"2,399,999 ₪"
0,1,0,0,0,0,0,1,0,0,1,ללא,,3,משופץ,דירה, חולון,[' תל גיבורים'],0,4.5,2,2,45,"1,180,000 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,1,1,1,1,1,1,0,1,0,ללא,,2,משופץ,דירת גן, חולון,"["" רסקו ב'""]",1,"4
מ",3.5,קרקע,287,"1,950,000 ₪"
,0,1,0,1,0,1,1,0,1,0,2,3,,במצב שמור,פרטי/קוטג', חולון,[' שיכון ותיקים'],1,4.2,6.5,קרקע,250,"3,250,000 ₪"
,1,0,0,0,0,0,1,0,0,1,2,,2,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",4,1,100,"1,880,000 ₪"
,1,1,0,0,0,1,1,1,0,0,ללא,2,6,משופץ,דירה, חולון,[' נווה רמז'],1,4.3,4,1,90,לא צוין מחיר
,1,0,0,0,0,0,1,0,0,0,1,,2,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,3,1,65,"1,630,000 ₪"
,1,0,0,1,0,0,1,0,0,1,ללא,,4,במצב שמור,דירה, חולון,[' נאות יהודית ונווה ארזים'],1,4.5,3,4,65,"1,295,000 ₪"
,1,1,0,0,1,1,0,1,1,0,1,1,7,חדש מקבלן,דירה, חולון,[' אגרובנק'],1,"4
מ",3,5,77,"1,990,000 ₪"
,1,0,1,1,0,0,1,1,0,1,ללא,,6,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,4,5,100,"1,870,000 ₪"
,1,1,0,1,0,1,1,1,1,1,1,1,22,חדש,דירה, חולון,[],1,3.9,4,4,118,"2,680,000 ₪"
,1,1,1,0,0,1,1,1,1,0,1,2,7,חדש מקבלן,גג/פנטהאוז, חולון,[' אגרובנק'],1,"4
מ",3.5,7,90,"2,690,000 ₪"
,1,1,1,1,1,0,1,0,1,0,ללא,3,1,חדש,גג/פנטהאוז, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,5,1,170,לא צוין מחיר
,1,1,1,1,0,1,1,1,1,0,2,1,12,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5,9,128,"2,680,000 ₪"
,1,0,1,1,0,0,1,0,0,1,1,2,4,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,3,2,60,"1,410,000 ₪"
,1,0,1,1,0,1,1,1,0,1,1,,4,משופץ,דירה, חולון,[' קרית שרת מערב'],1,4.4,3,4,65,"1,495,000 ₪"
,1,1,1,1,0,1,1,1,1,0,1,2,4,חדש מקבלן,גג/פנטהאוז, חולון,[' גרין ועם'],1,4.4,5,4,160,"2,750,000 ₪"
,1,0,1,1,0,0,1,0,0,1,ללא,,2,משופץ,דירה, חולון,"["" ג'סי כהן""]",1,4.4,3.5,1,80,"1,390,000 ₪"
,1,1,1,0,0,1,0,1,1,0,1,1,7,חדש מקבלן,דירה, חולון,[' שיכון ותיקים'],1,4.2,5,5,114,"1,750,000 ₪"
,1,0,1,0,0,1,1,1,0,0,1,,9,משופץ,דירה, חולון,[' קרית שרת מערב'],1,4.4,3,4,74,"1,530,000 ₪"
,,,,,,0,,,0,,,,,,מגרשים,מגרשים,[],0,-,קרקע,1200,"3,600,000 ₪",
1,1,0,1,1,0,0,1,1,0,0,1,,4,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",0,4.3,3.5,1,104,"1,790,000 ₪"
,,,,,,,,,,,,,,,דירה, חולון,[' גרין ועם'],0,3,2,74,"1,590,000 ₪",
0,1,1,0,0,0,0,1,1,1,1,1,1,7,במצב שמור,דירה, חולון,"["" ג'סי כהן""]",0,4.4,5,1,120,"2,350,000 ₪"
0,0,0,0,0,1,0,1,0,0,0,ללא,,4,במצב שמור,דירה, חולון,[' גרין ועם'],0,4.4,3,4,75,"1,350,000 ₪"
0,0,0,1,0,0,0,0,0,1,1,2,,2,במצב שמור,דירה, חולון,[' תל גיבורים'],0,4.5,3,1,72,"1,800,000 ₪"
1,1,0,0,1,1,1,1,0,1,1,ללא,,,במצב שמור,פרטי/קוטג', חולון,"["" רסקו ב'""]",0,"4
מ",3.5,קרקע,252,"3,170,000 ₪"
0,0,0,0,0,0,0,1,0,0,0,ללא,,3,במצב שמור,דירה, חולון,[' גרין ועם'],0,4.4,3,1,63,"1,350,000 ₪"
0,1,0,1,0,0,0,1,0,1,1,ללא,1,4,משופץ,דירה, חולון,"["" ג'סי כהן""]",0,4.4,3,4,60,"1,400,000 ₪"
0,0,0,1,0,0,0,1,0,0,0,ללא,1,3,במצב שמור,דירה, חולון,"[' מרכז', ' קרית עבודה']",0,4.3,2,2,45,"1,295,000 ₪"
0,0,1,1,0,0,0,1,1,1,0,1,2,9,במצב שמור,דירה, חולון,[' קרית אילון'],0,3.9,4,3,104,"2,650,000 ₪"
0,0,0,0,0,0,0,1,1,0,0,1,,7,במצב שמור,דירה, חולון,[' בן גוריון'],0,"4
מ",3,1,65,"1,490,000 ₪"
0,0,0,0,0,0,0,1,1,0,1,1,,9,במצב שמור,דירה, חולון,[' אגרובנק'],0,"4
מ",4,5,90,"1,900,000 ₪"
0,1,0,0,0,0,0,1,1,1,0,1,1,7,משופץ,דירה, חולון,[' בן גוריון'],0,"4
מ",5,1,136,"2,199,000 ₪"
0,1,1,0,0,0,0,1,0,1,1,ללא,,1,במצב שמור,דירה, חולון,[' תל גיבורים'],0,4.5,5.5,1,133,"2,650,000 ₪"
0,1,0,0,1,1,0,1,1,0,1,1,,5,משופץ,דירה, חולון,[' קרית שרת מערב'],0,4.4,4,3,88,"1,850,000 ₪"
0,1,0,1,1,1,0,1,1,1,1,ללא,1,5,משופץ,דירה, חולון,[' קרית שרת מערב'],0,4.4,5,4,128,"2,300,000 ₪"
0,1,1,0,0,0,1,1,1,0,0,1,1,7,חדש מקבלן,דירת גן, חולון,"["" ג'סי כהן""]",0,4.4,4,קרקע,108,"1,960,000 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,0,1,0,0,1,1,1,0,1,ללא,,7,משופץ,דירה, חולון,[' נווה רמז'],1,4.3,3.5,2,82,"1,750,000 ₪"
,1,1,1,1,1,1,1,1,1,1,2,1,24,חדש,גג/פנטהאוז, חולון,[' קרית אילון'],1,3.9,5,21,180,"4,090,000 ₪"
,1,1,1,1,1,1,1,1,1,1,1,1,6,במצב שמור,דירה, חולון,[' בן גוריון'],1,"4
מ",4,3,84,"1,990,000 ₪"
,1,0,1,1,1,0,1,0,0,1,ללא,1,3,משופץ,דירה, חולון,[' קרית שרת מזרח'],1,4.5,4,3,90,"1,590,000 ₪"
,0,1,1,1,0,1,1,1,1,0,2,,6,משופץ,דירה, חולון,[' קרית שרת מערב'],1,4.4,5,4,140,"2,300,000 ₪"
,1,0,0,0,0,1,1,1,0,0,1,,5,משופץ,גג/פנטהאוז, חולון,[' קרית שרת מערב'],1,4.4,4,5,110,"2,450,000 ₪"
,1,1,1,1,0,1,1,1,0,1,1,,4,משופץ,דירה, חולון,[' אגרובנק'],1,"4
מ",3,2,68,"1,620,000 ₪"
,0,0,0,1,0,1,1,1,0,0,1,,7,במצב שמור,דירה, חולון,[' בן גוריון'],1,"4
מ",3,4,70,"1,585,000 ₪"
,0,1,0,0,0,1,1,1,0,0,2,,3,חדש,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,4,1,90,"2,100,000 ₪"
,1,1,1,1,0,1,1,1,1,1,2,1,22,חדש,דירה, חולון,[' קרית אילון'],1,3.9,5,18,144,לא צוין מחיר
,0,0,0,0,0,1,0,0,0,0,2,,3,דרוש שיפוץ,מרתף/פרטר, חולון,[' גרין ועם'],1,4.4,1,קרקע,143,"850,000 ₪"
,0,0,0,0,0,0,1,0,0,0,1,1,2,במצב שמור,גג/פנטהאוז, חולון,[],1,"4
מ",3.5,1,85,"1,750,000 ₪"
,1,1,1,1,0,1,1,1,0,1,2,1,13,משופץ,דירה, חולון,[],1,3.9,5,10,120,"2,600,000 ₪"
,1,1,0,0,0,1,1,1,0,0,1,1,13,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5,3,110,"2,530,000 ₪"
,1,0,1,0,0,0,1,0,0,1,1,,4,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,3,1,75,"1,490,000 ₪"
,1,0,1,1,1,0,1,0,0,1,1,,3,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,3,3,58,"1,250,000 ₪"
,1,0,0,0,0,1,1,1,0,0,ללא,,10,משופץ,דירה, חולון,[],1,4.4,3,8,68,"1,495,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,,2,במצב שמור,דירה, חולון,[],1,"4
מ",4,1,85,"1,670,000 ₪"
0,0,1,0,1,0,0,1,1,0,1,1,1,3,במצב שמור,דירה, חולון,[' אגרובנק'],0,"4
מ",4,1,85,"1,900,000 ₪"
0,1,1,0,1,0,1,1,1,0,1,1,1,12,משופץ,דירה, חולון,[' תל גיבורים'],0,4.5,4,6,100,"2,200,000 ₪"
0,0,0,0,1,1,0,1,0,0,1,ללא,1,3,במצב שמור,דירה, חולון,[' תל גיבורים'],0,4.5,5,2,90,"1,550,000 ₪"
0,1,0,1,0,0,0,1,0,0,0,ללא,,4,משופץ,דירה, חולון,[' קרית שרת מערב'],0,4.4,4,2,75,"1,680,000 ₪"
0,0,0,1,0,0,0,1,1,0,1,1,,8,במצב שמור,דירה, חולון,[' בן גוריון'],0,"4
מ",5,3,133,"2,095,000 ₪"
0,0,1,0,0,1,0,1,0,0,1,1,1,2,במצב שמור,גג/פנטהאוז, חולון,"["" רסקו א'""]",0,"4
מ",5,1,140,"2,950,000 ₪"
0,1,0,0,0,0,0,0,1,0,0,1,2,8,משופץ,דירה, חולון,[' נאות שושנים'],0,4.5,3,2,90,"1,850,000 ₪"
0,0,0,0,1,0,0,1,1,0,1,1,1,7,במצב שמור,דירה, חולון,[' בן גוריון'],0,"4
מ",3.5,1,70,"1,560,000 ₪"
0,0,0,0,0,0,0,1,0,0,0,ללא,,4,דרוש שיפוץ,דירה, חולון,[' נאות רחל'],0,"4
מ",3,2,65,"1,300,000 ₪"
0,0,0,0,0,1,0,1,1,0,1,1,,8,במצב שמור,דירה, חולון,[' בן גוריון'],0,"4
מ",4,4,100,"1,850,000 ₪"
1,0,0,1,1,1,0,1,1,1,1,ללא,,,במצב שמור,פרטי/קוטג', חולון,"["" רסקו ב'""]",0,"4
מ",4,קרקע,320,"3,350,000 ₪"
0,0,0,0,1,0,1,1,1,0,0,2,1,6,במצב שמור,דירה, חולון,[' בן גוריון'],0,"4
מ",4.5,5,112,"2,250,000 ₪"
0,1,1,1,1,1,0,1,0,1,1,1,1,2,חדש,דירה, חולון,[' תל גיבורים'],0,4.5,2.5,2,60,לא צוין מחיר
0,0,1,0,0,0,1,1,1,0,0,1,1,4,במצב שמור,דירה, חולון,[' גרין ועם'],0,4.4,3,2,68,"1,640,000 ₪"
0,1,0,1,0,1,1,1,0,1,1,ללא,2,2,משופץ,דירת גן, חולון,[' נווה רמז'],0,4.3,4,קרקע,150,"3,150,000 ₪"
0,0,0,0,0,0,0,1,0,0,1,1,,3,במצב שמור,דירה, חולון,[' נאות רחל'],0,"4
מ",3,1,70,"1,480,000 ₪"
0,0,0,0,0,0,0,1,0,0,0,ללא,1,4,משופץ,דירה, חולון,"["" ג'סי כהן""]",0,4.4,2,1,65,"1,290,000 ₪"
0,0,0,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה, חולון,[' נאות רחל'],0,"4
מ",3,4,80,"1,380,000 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,0,0,0,1,0,0,1,0,0,1,ללא,,3,במצב שמור,דירה, חולון,"["" ג'סי כהן""]",1,4.4,4,2,90,"1,395,000 ₪"
,1,0,1,1,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,4,3,100,"1,540,000 ₪"
,1,0,1,1,1,1,1,1,1,0,1,1,7,משופץ,גג/פנטהאוז, חולון,[' בן גוריון'],1,"4
מ",5,7,100,לא צוין מחיר
,1,1,1,0,0,1,1,1,0,0,1,1,10,חדש מקבלן,דירת גן, חולון,[' תל גיבורים'],1,4.5,4,1,100,"2,260,000 ₪"
,1,0,0,0,0,0,1,1,0,0,ללא,,6,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3,5,68,"1,350,000 ₪"
,1,0,1,1,0,0,1,1,0,1,ללא,,4,משופץ,דירה,דירה,[],1,"4
מ",3,3,75,לא צוין מחיר
,0,0,1,1,1,0,1,0,0,1,1,,3,משופץ,דירה, חולון,[' נאות יהודית ונווה ארזים'],1,4.5,3,קרקע,67,"1,260,000 ₪"
,1,0,1,1,0,0,1,0,0,0,ללא,1,4,משופץ,דירה, חולון,"["" רסקו א'""]",1,"4
מ",3,3,75,"1,450,000 ₪"
,1,1,1,0,0,1,1,1,1,0,2,1,11,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5,5,123,"2,650,000 ₪"
,1,0,0,0,0,0,1,0,0,0,ללא,,2,במצב שמור,דירה, חולון,[' תל גיבורים'],1,4.5,3,1,65,"1,420,000 ₪"
,0,0,0,1,0,0,0,0,0,0,2,1,10,חדש,דירה, חולון,[' קרית אילון'],1,3.9,5,2,125,"2,690,000 ₪"
,0,0,0,1,0,0,1,0,0,1,ללא,,4,במצב שמור,דירה, חולון,[' נאות רחל'],1,"4
מ",3.5,4,80,"1,400,000 ₪"
,1,0,0,0,0,1,1,1,0,0,ללא,,4,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,3.5,2,92,"1,790,000 ₪"
,1,1,1,0,0,1,0,1,0,0,ללא,1,6,חדש מקבלן,דירה, חולון,[' נאות רחל'],1,"4
מ",4,4,93,"1,730,000 ₪"
,1,1,1,0,1,1,0,1,1,0,1,1,7,חדש מקבלן,דירה, חולון,[' אגרובנק'],1,"4
מ",4,2,90,"2,150,000 ₪"
,1,0,0,1,1,0,1,0,0,1,ללא,2,3,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",3,1,62,"1,199,000 ₪"
,0,0,0,0,0,1,1,1,0,0,1,1,5,במצב שמור,דירה, חולון,[' בן גוריון'],1,"4
מ",4.5,1,104,"2,150,000 ₪"
,0,0,0,0,0,0,1,0,0,0,ללא,1,4,במצב שמור,דירה,דירה,[],1,4.4,2.5,3,60,"1,350,000 ₪"
0,1,0,1,0,0,1,1,1,0,1,ללא,1,6,משופץ,דירה, חולון,[' נאות רחל'],0,"4
מ",3,1,85,"1,750,000 ₪"
,,,,,,0,,,0,,,,,,מגרשים, חולון,[' קרית רבין'],0,3.6,-,קרקע,350,"1,050,000 ₪"
0,0,0,0,0,0,0,1,0,0,0,1,,4,דרוש שיפוץ,דירה, חולון,[' שיכון ותיקים'],0,4.2,4,3,90,"1,600,000 ₪"
0,1,0,0,1,0,0,1,0,0,0,ללא,,4,משופץ,דירה, חולון,[' גרין ועם'],0,4.4,2.5,4,50,"1,430,000 ₪"
0,1,0,0,0,0,0,1,1,0,1,1,,5,במצב שמור,דירה, חולון,[' קרית שרת מערב'],0,4.4,4,2,96,"1,950,000 ₪"
0,1,0,0,0,0,0,1,0,1,1,ללא,1,4,משופץ,גג/פנטהאוז, חולון,"["" ג'סי כהן""]",0,4.4,4.5,4,100,לא צוין מחיר
0,1,0,1,1,0,0,1,0,0,1,ללא,,4,משופץ,דירה, חולון,"["" רסקו א'""]",0,"4
מ",3,1,70,"1,450,000 ₪"
0,1,1,0,0,0,0,1,1,0,1,1,1,9,במצב שמור,דירה, חולון,[' תל גיבורים'],0,4.5,3,1,61,"1,630,000 ₪"
0,1,0,1,0,1,0,1,1,0,0,1,,8,משופץ,דירה, חולון,[' בן גוריון'],0,"4
מ",5,4,106,"2,090,000 ₪"
,,,,,,0,,,0,,,,,,מגרשים,מגרשים,[],0,-,קרקע,353,לא צוין מחיר,
0,1,1,0,0,1,1,1,1,1,0,ללא,,13,משופץ,דירה, חולון,[' נאות רחל'],0,"4
מ",3.5,11,85,"1,670,000 ₪"
0,0,0,0,0,0,1,1,1,0,1,1,2,9,במצב שמור,גג/פנטהאוז, חולון,[' בן גוריון'],0,"4
מ",6,9,160,"2,750,000 ₪"
,,,,,,0,,,0,,,,,,מגרשים,מגרשים,[],0,-,קרקע,283,"725,000 ₪",
0,0,0,0,0,0,0,1,0,1,0,ללא,,,דרוש שיפוץ,פרטי/קוטג', חולון,"["" רסקו א'""]",0,"4
מ",3,קרקע,250,"3,500,000 ₪"
0,1,0,1,1,0,0,1,1,0,0,ללא,,9,משופץ,דירה, חולון,[' קרית שרת מערב'],0,4.4,3,8,65,"1,550,000 ₪"
0,0,1,1,0,0,0,1,0,0,1,1,2,2,במצב שמור,דירת גן, חולון,"["" רסקו א'""]",0,"4
מ",5,1,275,"3,000,000 ₪"
0,1,0,0,0,1,0,1,1,0,0,1,,4,במצב שמור,דירה, חולון,[' גרין ועם'],0,4.4,4,4,100,"1,720,000 ₪"
0,1,1,1,0,0,1,1,1,1,0,1,2,6,משופץ,דירה, חולון,"["" ג'סי כהן""]",0,4.4,5,5,120,"2,450,000 ₪"
,,,,,,,,,,,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,0,1,1,0,0,1,0,0,0,ללא,,3,משופץ,דירה, חולון,[' נווה רמז'],1,4.3,3,1,64,לא צוין מחיר
,1,1,1,0,1,1,1,1,1,1,1,1,7,חדש,דירה, חולון,[' אגרובנק'],1,"4
מ",3,6,68,"1,790,000 ₪"
,0,1,0,0,0,0,1,0,1,0,ללא,1,,במצב שמור,פרטי/קוטג', חולון,"["" רסקו ב'""]",1,"4
מ",5.5,קרקע,140,"2,990,000 ₪"
,1,0,1,1,0,1,1,0,1,0,ללא,1,,חדש,פרטי/קוטג', חולון,[' נווה רמז'],1,4.3,2.5,קרקע,80,"1,890,000 ₪"
,1,0,1,1,0,0,1,0,0,0,1,1,4,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,3.5,2,87,"1,630,000 ₪"
,0,1,1,1,0,1,1,1,1,0,2,2,9,חדש מקבלן,דירה, חולון,[],1,3.6,5,8,117,"3,100,000 ₪"
,1,1,1,1,0,1,1,0,1,1,ללא,2,1,משופץ,דירת גן, חולון,[],1,4.5,4,קרקע,135,"1,820,000 ₪"
,1,1,1,1,0,1,1,1,0,1,1,1,6,משופץ,דירה, חולון,[],1,"4
מ",5,1,110,"1,690,000 ₪"
,1,1,0,0,0,1,1,1,1,0,2,1,9,חדש,דירה, חולון,[' קרית רבין'],1,3.6,5,3,125,"2,590,000 ₪"
,1,1,1,1,1,1,1,1,1,1,1,1,18,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,4,12,105,לא צוין מחיר
,1,1,1,1,1,1,1,1,1,1,2,2,12,משופץ,דירה, חולון,[' תל גיבורים'],1,4.5,5,12,120,"2,950,000 ₪"
,1,0,0,0,0,1,0,0,0,1,ללא,,4,משופץ,דירת גן, חולון,"["" ג'סי כהן""]",1,4.4,2,קרקע,120,"1,230,000 ₪"
,1,1,1,1,1,1,1,1,1,1,1,1,11,משופץ,דירה, חולון,[],1,3.9,5,1,123,"2,690,000 ₪"
,0,0,0,1,0,0,1,0,0,1,ללא,,3,במצב שמור,דירה, חולון,[' קרית שרת מזרח'],1,4.5,3,2,60,"1,190,000 ₪"
,0,0,0,0,0,0,0,0,0,0,1,,2,דרוש שיפוץ,דירה, חולון,[' תל גיבורים'],1,4.5,4,1,105,"1,720,000 ₪"
,1,1,0,0,0,1,1,1,1,1,2,1,8,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,5,1,120,"2,450,000 ₪"
,1,0,0,0,0,0,1,0,0,1,ללא,1,4,במצב שמור,דירה, חולון,[' קרית שרת מערב'],1,4.4,4,1,90,לא צוין מחיר
,0,0,0,0,0,1,1,0,0,0,ללא,,,דרוש שיפוץ,דירה, חולון,"["" רסקו א'""]",1,"4
מ",7,קרקע,252,"3,200,000 ₪"
0,0,0,0,0,0,0,1,0,0,0,ללא,1,4,במצב שמור,דירה, חולון,[' נאות רחל'],0,"4
מ",4.5,1,100,"2,200,000 ₪"
1,0,0,0,0,0,0,1,0,0,1,1,,3,במצב שמור,דירה, חולון,[' גרין ועם'],0,4.4,3.5,2,87,"1,650,000 ₪"
0,1,1,1,1,0,1,1,1,1,0,2,1,25,חדש,דירה, חולון,[' קרית אילון'],0,3.9,6,7,129,"3,300,000 ₪"
0,1,0,0,0,0,1,1,0,0,1,1,1,2,משופץ,דירה, חולון,[' שיכון ותיקים'],0,4.2,3,קרקע,65,"1,800,000 ₪"
0,0,0,0,0,0,0,1,1,0,0,1,,5,במצב שמור,גג/פנטהאוז, חולון,[' קרית שרת מערב'],0,4.4,6,5,180,"2,500,000 ₪"
0,1,0,0,0,1,0,1,0,0,0,1,,3,משופץ,דירה, חולון,[' נאות רחל'],0,"4
מ",3,2,70,"1,680,000 ₪"
0,1,0,1,0,0,0,1,0,0,1,ללא,,4,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",0,4.3,2,קרקע,40,"1,250,000 ₪"
0,0,0,0,0,0,0,1,0,0,0,1,,2,במצב שמור,דירה, חולון,"["" רסקו ב'""]",0,"4
מ",4,2,105,"2,200,000 ₪"
,,,,,,0,,,0,,,,,,מגרשים,מגרשים,[],0,-,קרקע,700,"250,000 ₪",
0,1,1,0,0,0,0,1,0,0,0,ללא,1,4,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",0,4.3,5,2,127,"2,200,000 ₪"
0,1,0,1,1,0,0,1,0,1,1,1,,3,משופץ,דירה, חולון,[' נאות רחל'],0,"4
מ",3.5,2,90,"1,700,000 ₪"
0,0,0,0,0,1,0,1,0,0,0,ללא,,4,במצב שמור,דירה, חולון,[' גרין ועם'],0,4.4,2.5,3,60,"1,350,000 ₪"
0,0,0,0,0,0,0,1,0,1,0,ללא,1,,דרוש שיפוץ,פרטי/קוטג', חולון,[' אגרובנק'],0,"4
מ",3,קרקע,160,"2,800,000 ₪"
0,1,0,0,1,0,0,1,1,0,0,1,1,7,במצב שמור,דירה, חולון,[' בן גוריון'],0,"4
מ",5,2,120,"2,240,000 ₪"
1,1,0,0,0,0,0,1,0,0,0,ללא,,4,משופץ,דירה, חולון,[' נאות יהודית ונווה ארזים'],0,4.5,4,1,77,"1,600,000 ₪"
0,0,1,1,1,0,1,1,1,1,1,2,2,4,במצב שמור,דירה, חולון,[' בן גוריון'],0,"4
מ",5,2,125,"2,430,000 ₪"
0,1,1,1,0,0,1,1,1,1,1,2,1,24,חדש,דירה, חולון,[' קרית אילון'],0,3.9,5,7,126,"3,280,000 ₪"
0,1,0,0,0,0,0,1,0,0,0,ללא,,2,משופץ,דירה, חולון,[' תל גיבורים'],0,4.5,4,2,100,"2,200,000 ₪"
,1,1,1,1,0,1,1,1,0,0,1,1,6,במצב שמור,,,,1,"4
מ",,,,
,1,1,1,0,0,0,1,1,0,0,1,1,6,חדש מקבלן,דירה, חולון,[],1,"4
מ",4,4,90,"1,850,000 ₪"
,1,0,0,1,0,1,1,0,0,1,ללא,1,3,משופץ,דירת גן, חולון,[' מפדה אזרחי'],1,4.1,3.5,קרקע,80,"1,690,000 ₪"
,1,1,1,1,0,1,1,1,1,1,1,1,8,חדש,דירה, חולון,[' קרית רבין'],1,3.6,5,1,115,"2,590,000 ₪"
,0,1,0,0,0,0,1,0,0,0,ללא,,6,במצב שמור,דירה, חולון,[' קרית שרת מערב'],1,4.4,4,3,90,"1,680,000 ₪"
,1,1,1,1,0,1,1,1,1,1,2,2,7,משופץ,גג/פנטהאוז, חולון,[' קרית רבין'],1,3.6,5,7,155,"3,150,000 ₪"
,0,0,0,0,0,1,1,1,0,1,ללא,,8,במצב שמור,דירה, חולון,[' שיכון ותיקים'],1,4.2,3.5,1,80,"1,680,000 ₪"
,1,0,1,0,0,1,1,1,0,0,2,,5,משופץ,דירה, חולון,[' גרין ועם'],1,4.4,4,2,80,"1,690,000 ₪"
,1,1,0,1,0,1,1,1,0,1,1,2,5,במצב שמור,גג/פנטהאוז, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,5,5,190,"2,850,000 ₪"
,1,0,0,0,0,1,1,1,1,0,1,1,12,משופץ,דירה, חולון,[' קרית אילון'],1,3.9,4,1,100,"2,350,000 ₪"
,0,1,0,0,0,0,1,0,1,0,1,1,4,במצב שמור,דירה, חולון,[' שיכון ותיקים'],1,4.2,5,4,115,"1,590,000 ₪"
,0,1,1,0,0,0,1,1,1,0,1,,7,חדש מקבלן,דירה, חולון,[' אגרובנק'],1,"4
מ",3,קרקע,72,"1,790,000 ₪"
,1,0,1,1,1,1,1,1,0,0,1,,7,משופץ,דירה, חולון,"[' מרכז', ' קרית עבודה']",1,4.3,4,6,90,"1,850,000 ₪"
,0,0,0,0,0,0,0,0,0,0,ללא,,3,במצב שמור,דירה, חולון,"["" רסקו א'""]",1,"4
מ",2.5,3,68,"1,340,000 ₪"
,1,1,0,0,0,1,1,1,0,0,ללא,,12,משופץ,דירה, חולון,[' נאות רחל'],1,"4
מ",4,11,84,"1,470,000 ₪"
,1,0,1,1,1,0,1,0,0,1,ללא,,4,משופץ,דירה, חולון,[],1,4.3,3,3,70,"1,350,000 ₪"
,1,1,0,0,0,0,1,0,1,1,3,2,,משופץ,פרטי/קוטג', חולון,[' נאות יהודית ונווה ארזים'],1,4.5,7,קרקע,300,"3,650,000 ₪"
